ID	GENE	GENE_SIZE	GC_CONTENT	
ENSG00000168904	LRRC28	139367	38.12	
ENSG00000168906	MAT2A	6115	44.46	
ENSG00000168907	PLA2G4F	17602	56.19	
ENSG00000168913	ENHO	2001	62.94	
ENSG00000168916	ZNF608	111894	40.42	
ENSG00000168917	SLC35G2	37245	41.28	
ENSG00000168918	INPP5D	147936	48.79	
ENSG00000168924	LETM1	44768	53.83	
ENSG00000168925	CTRB1	5924	56.1	
ENSG00000168928	CTRB2	3089	65.18	
ENSG00000168930	TRIM49	10920	37.07	
ENSG00000168936	TMEM129	5406	62.46	
ENSG00000168938	PPIC	13491	44.42	
ENSG00000168939	SPRY3	14647	40.22	
ENSG00000168944	CEP120	78707	36.19	
ENSG00000168952	STXBP6	240641	39.24	
ENSG00000168955	TM4SF20	19839	41.12	
ENSG00000168958	MFF	32685	36.79	
ENSG00000168959	GRM5	561369	36.16	
ENSG00000168961	LGALS9	19762	52.27	
ENSG00000168967	PMCHL1	10004	34.94	
ENSG00000168970	JMJD7-PLA2G4B	20060	57.7	
ENSG00000168992	OR7E102P	1014	47.88	
ENSG00000168993	CPLX1	41241	55.28	
ENSG00000168994	PXDC1	29412	52.63	
ENSG00000168995	SIGLEC7	11227	48.93	
ENSG00000169006	NTSR2	11986	50.53	
ENSG00000169016	E2F6	21802	41.96	
ENSG00000169018	FEM1B	18062	39.07	
ENSG00000169019	COMMD8	12923	36.41	
ENSG00000169020	ATP5I	1902	57.33	
ENSG00000169021	UQCRFS1	8220	42.39	
ENSG00000169026	MFSD7	7612	65.24	
ENSG00000169031	COL4A3	150227	39.87	
ENSG00000169032	MAP2K1	105495	44.72	
ENSG00000169035	KLK7	7617	55.84	
ENSG00000169040	PMCHL2	10207	34.92	
ENSG00000169045	HNRNPH1	20606	45.97	
ENSG00000169047	IRS1	68442	40.89	
ENSG00000169057	MECP2	115530	46.41	
ENSG00000169059	VCX3A	1500	57.5	
ENSG00000169062	UPF3A	24233	47.58	
ENSG00000169064	ZBBX	141059	36.38	
ENSG00000169067	ACTBL2	2793	40.19	
ENSG00000169071	ROR2	387071	44.96	
ENSG00000169075		1476	41.57	
ENSG00000169083	AR	186587	39.68	
ENSG00000169084	DHRSX	283289	47.11	
ENSG00000169085	C8orf46	58521	43.57	
ENSG00000169087	HSPBAP1	53821	39.97	
ENSG00000169093	ASMTL	50623	52.23	
ENSG00000169100	SLC25A6	6572	58.91	
ENSG00000169105	CHST14	3573	57.11	
ENSG00000169116	PARM1	117020	40.47	
ENSG00000169118	CSNK1G1	190742	40.28	
ENSG00000169122	FAM110B	209770	40.5	
ENSG00000169126	ARMC4	186884	38.24	
ENSG00000169129	AFAP1L2	109932	48.26	
ENSG00000169131	ZNF354A	19110	46.17	
ENSG00000169136	ATF5	5233	55.56	
ENSG00000169139	UBE2V2	56308	42.29	
ENSG00000169154	GOT1L1	5848	48.93	
ENSG00000169155	ZBTB43	33204	41.82	
ENSG00000169164		2305	37.08	
ENSG00000169169	CPT1C	22833	53.01	
ENSG00000169174	PCSK9	25304	55.51	
ENSG00000169180	XPO6	113941	43.8	
ENSG00000169181	GSG1L	275974	48.19	
ENSG00000169184	MN1	53221	52.09	
ENSG00000169188	APEX2	8700	49.09	
ENSG00000169189	NSMCE1	43803	47.29	
ENSG00000169193	CCDC126	47329	41.98	
ENSG00000169194	IL13	4847	56.66	
ENSG00000169203	NPIPB12	22357	47.14	
ENSG00000169208	OR10G3	941	52.34	
ENSG00000169213	RAB3B	82808	44.37	
ENSG00000169214	OR6F1	926	50.59	
ENSG00000169217	CD2BP2	4595	57.88	
ENSG00000169218	RSPO1	23573	52.59	
ENSG00000169220	RGS14	14764	58.52	
ENSG00000169221	TBC1D10B	13162	54.1	
ENSG00000169223	LMAN2	20290	50.49	
ENSG00000169224	GCSAML	70632	40.49	
ENSG00000169228	RAB24	2546	57.83	
ENSG00000169230	PRELID1	3185	54.24	
ENSG00000169231	THBS3	13463	55.3	
ENSG00000169239	CA5B	99579	41.71	
ENSG00000169241	SLC50A1	3513	55.69	
ENSG00000169242	EFNA1	7397	54.81	
ENSG00000169245	CXCL10	2380	36.88	
ENSG00000169246	NPIPB3	46330	45.45	
ENSG00000169247	SH3TC2	139524	42.51	
ENSG00000169248	CXCL11	7733	36.35	
ENSG00000169249	ZRSR2	32788	41.5	
ENSG00000169251	NMD3	148836	37.99	
ENSG00000169252	ADRB2	3442	51.18	
ENSG00000169253		317	56.92	
ENSG00000169255	B3GALNT1	21501	40.28	
ENSG00000169258	GPRIN1	14331	55.36	
ENSG00000169260	ZNF311	10531	41	
ENSG00000169271	HSPB3	783	47.58	
ENSG00000169282	KCNAB1	501437	40.33	
ENSG00000169288	MRPL1	90270	37.82	
ENSG00000169291	SHE	32341	45.01	
ENSG00000169297	NR0B1	5392	46.49	
ENSG00000169299	PGM2	36304	39.92	
ENSG00000169302	STK32A	152889	38.55	
ENSG00000169306	IL1RAPL1	1369324	36.16	
ENSG00000169313	P2RY12	47432	35.77	
ENSG00000169314	C22orf15	2840	59.17	
ENSG00000169325	GUSBP12	2772	58.46	
ENSG00000169327	OR5AU1	1198	49.79	
ENSG00000169330	KIAA1024	39774	43.61	
ENSG00000169340	PDILT	45567	45.11	
ENSG00000169344	UMOD	23249	46.39	
ENSG00000169347	GP2	18236	45.17	
ENSG00000169359	SLC33A1	33405	39.65	
ENSG00000169371	SNUPN	28386	47.36	
ENSG00000169372	CRADD	217465	40.55	
ENSG00000169375	SIN3A	86463	44.13	
ENSG00000169379	ARL13B	75529	36.2	
ENSG00000169385	RNASE2	984	47.72	
ENSG00000169393	ELSPBP1	30502	44.6	
ENSG00000169397	RNASE3	949	49.16	
ENSG00000169398	PTK2	344316	40.07	
ENSG00000169402	RSPH10B2	45256	48.15	
ENSG00000169403	PTAFR	46770	48	
ENSG00000169410	PTPN9	116038	45.12	
ENSG00000169413	RNASE6	1416	42.13	
ENSG00000169418	NPR1	15355	55.44	
ENSG00000169427	KCNK9	102218	51.74	
ENSG00000169429	CXCL8	3210	32.05	
ENSG00000169432	SCN9A	180808	34.44	
ENSG00000169435	RASSF6	49081	37.08	
ENSG00000169436	COL22A1	325771	46.51	
ENSG00000169439	SDC2	118429	41.4	
ENSG00000169442	CD52	2566	54.58	
ENSG00000169446	MMGT1	11993	39.98	
ENSG00000169469	SPRR1B	1698	42.67	
ENSG00000169474	SPRR1A	269	61.85	
ENSG00000169484	OR4K14	933	46.36	
ENSG00000169488	OR4K15	1215	42.02	
ENSG00000169490	TM2D2	8016	42.34	
ENSG00000169495	HTRA4	14498	45.93	
ENSG00000169499	PLEKHA2	72674	46.54	
ENSG00000169504	CLIC4	98967	41.67	
ENSG00000169507	SLC38A11	59339	35.5	
ENSG00000169508	GPR183	12875	38.06	
ENSG00000169509	CRCT1	1508	55.4	
ENSG00000169515	CCDC8	3212	59.45	
ENSG00000169519	METTL15	418793	36.8	
ENSG00000169548	ZNF280A	6534	42.95	
ENSG00000169550	MUC15	13200	33.17	
ENSG00000169551	CT55	14862	38.81	
ENSG00000169554	ZEB2	140502	38.54	
ENSG00000169562	GJB1	10322	51.2	
ENSG00000169564	PCBP1	1749	55.2	
ENSG00000169567	HINT1	12708	43.5	
ENSG00000169570	DTWD2	151223	37.76	
ENSG00000169575	VPREB1	840	59.81	
ENSG00000169583	CLIC3	2168	68.74	
ENSG00000169592	INO80E	10499	57.4	
ENSG00000169594	BNC1	28811	41.86	
ENSG00000169598	DFFB	28162	51.66	
ENSG00000169599	NFU1	41878	41.47	
ENSG00000169604	ANTXR1	236149	41.88	
ENSG00000169605	GKN1	6401	36.83	
ENSG00000169607	CKAP2L	28070	39.66	
ENSG00000169609	C15orf40	23200	44.6	
ENSG00000169612	FAM103A1	4850	41.1	
ENSG00000169618	PROKR1	14658	46.47	
ENSG00000169621	APLF	188301	37.87	
ENSG00000169627	BOLA2B	1372	63.15	
ENSG00000169629	RGPD8	64396	39.88	
ENSG00000169635	HIC2	34059	56.16	
ENSG00000169641	LUZP1	93785	43.28	
ENSG00000169660	HEXDC	24327	55.13	
ENSG00000169662	BCRP6	3826	59.13	
ENSG00000169668	BCRP2	19269	45.94	
ENSG00000169676	DRD5	2329	58.24	
ENSG00000169679	BUB1	40416	38.24	
ENSG00000169682	SPNS1	10327	55.79	
ENSG00000169683	LRRC45	7849	64.94	
ENSG00000169684	CHRNA5	29749	40.43	
ENSG00000169688	MT1B	1305	54.06	
ENSG00000169689	CENPX	5405	65.43	
ENSG00000169692	AGPAT2	14280	62.68	
ENSG00000169696	ASPSCR1	40599	60.76	
ENSG00000169704	GP9	1639	63.29	
ENSG00000169710	FASN	19999	66.66	
ENSG00000169714	CNBP	14438	42.41	
ENSG00000169715	MT1E	1637	57.57	
ENSG00000169717	ACTRT2	1420	61.51	
ENSG00000169718	DUS1L	8381	64.45	
ENSG00000169727	GPS1	6779	66.61	
ENSG00000169733	RFNG	3929	67.12	
ENSG00000169738	DCXR	2596	61.99	
ENSG00000169740	ZNF32	4997	46.34	
ENSG00000169744	LDB2	397268	40.21	
ENSG00000169750	RAC3	2580	68.77	
ENSG00000169752	NRG4	123826	38.21	
ENSG00000169756	LIMS1	152891	41.38	
ENSG00000169758	TMEM266	169284	47.97	
ENSG00000169760	NLGN1	890360	35.49	
ENSG00000169762	TAPT1	66905	38.85	
ENSG00000169763	PRYP3	13139	41.74	
ENSG00000169764	UGP2	50622	38.65	
ENSG00000169777	TAS2R1	83381	38.58	
ENSG00000169783	LINGO1	207873	54.75	
ENSG00000169789	PRY	24240	41.46	
ENSG00000169800	RBMY1F	14440	36.92	
ENSG00000169807	PRY2	24251	41.48	
ENSG00000169811	RBMY1HP	8449	36.04	
ENSG00000169813	HNRNPF	23549	47.66	
ENSG00000169814	BTD	44481	41.69	
ENSG00000169826	CSGALNACT2	46822	38.88	
ENSG00000169836	TACR3	133785	35.6	
ENSG00000169840	GSX1	2125	63.97	
ENSG00000169849	TSPY14P	2525	50.67	
ENSG00000169851	PCDH7	426390	35.57	
ENSG00000169855	ROBO1	1170575	35.1	
ENSG00000169856	ONECUT1	34089	46.72	
ENSG00000169857	AVEN	172949	39.85	
ENSG00000169860	P2RY1	6746	42.3	
ENSG00000169862	CTNND2	932203	39.43	
ENSG00000169871	TRIM56	12528	53.89	
ENSG00000169876	MUC17	38673	48.22	
ENSG00000169877	AHSP	939	52.13	
ENSG00000169884	WNT10B	6423	55.84	
ENSG00000169885	CALML6	2469	63.04	
ENSG00000169891	REPS2	206589	40.94	
ENSG00000169894	MUC3A	18791	53.53	
ENSG00000169895	SYAP1	45704	43.74	
ENSG00000169896	ITGAM	72902	43.36	
ENSG00000169900	PYDC1	1397	61.23	
ENSG00000169902	TPST1	215344	42.23	
ENSG00000169903	TM4SF4	29307	41.59	
ENSG00000169905	TOR1AIP2	37836	38.85	
ENSG00000169906	S100G	4512	42.32	
ENSG00000169908	TM4SF1	8843	37.89	
ENSG00000169914	OTUD3	30432	41.28	
ENSG00000169918	OTUD7A	395391	43.36	
ENSG00000169919	GUSB	21630	52.03	
ENSG00000169925	BRD3	38230	57.61	
ENSG00000169926	KLF13	108810	49.37	
ENSG00000169933	FRMPD4	586057	39.19	
ENSG00000169946	ZFPM2	1213799	37.04	
ENSG00000169951	ZNF764	4734	58.06	
ENSG00000169953	HSFY2	97222	37.69	
ENSG00000169955	ZNF747	4980	57.48	
ENSG00000169957	ZNF768	2820	64.52	
ENSG00000169962	TAS1R3	3992	66.74	
ENSG00000169964	TMEM42	3801	52.21	
ENSG00000169967	MAP3K2	89735	38.69	
ENSG00000169972	PUSL1	3110	66.76	
ENSG00000169976	SF3B5	692	56.57	
ENSG00000169981	ZNF35	12064	42.6	
ENSG00000169989	TIGD4	10410	38.34	
ENSG00000169991	IFFO2	52405	54.33	
ENSG00000169992	NLGN2	14986	59.54	
ENSG00000169994	MYO7B	101927	51.02	
ENSG00000170004	CHD3	27954	53.17	
ENSG00000170006	TMEM154	61533	41.53	
ENSG00000170011	MYRIP	451407	40.16	
ENSG00000170017	ALCAM	209991	35.29	
ENSG00000170027	YWHAG	32237	44.56	
ENSG00000170035	UBE2E3	109337	35.61	
ENSG00000170037	CNTROB	17817	48.77	
ENSG00000170043	TRAPPC1	1778	57.62	
ENSG00000170044	ZPLD1	380597	36.71	
ENSG00000170049	KCNAB3	7944	53.68	
ENSG00000170054	SERPINA9	16972	46.26	
ENSG00000170074	FAM153A	75417	44.34	
ENSG00000170075	GPR37L1	10734	55.47	
ENSG00000170085	SIMC1	107624	42.19	
ENSG00000170088	TMEM192	137941	41.86	
ENSG00000170089		141325	44.8	
ENSG00000170091		197897	45.73	
ENSG00000170092	SPDYE5	10679	49.54	
ENSG00000170099	SERPINA6	19146	45.27	
ENSG00000170100	ZNF778	19368	49.05	
ENSG00000170113	NIPA1	56728	46.41	
ENSG00000170122	FOXD4	1973	60.74	
ENSG00000170128	GPR25	1223	72.71	
ENSG00000170142	UBE2E1	85413	41.45	
ENSG00000170144	HNRNPA3	11395	40	
ENSG00000170145	SIK2	128462	39.65	
ENSG00000170152		714	56.22	
ENSG00000170153	RNF150	353070	38.46	
ENSG00000170160	CCDC144A	88344	38.37	
ENSG00000170161		2655	48.19	
ENSG00000170162	VGLL2	8007	47.8	
ENSG00000170165		18857	36.47	
ENSG00000170166	HOXD4	2004	59.55	
ENSG00000170175	CHRNB1	12646	51.92	
ENSG00000170178	HOXD12	1463	62.57	
ENSG00000170180	GYPA	31448	36.61	
ENSG00000170185	USP38	38913	35.49	
ENSG00000170190	SLC16A5	18435	56.22	
ENSG00000170191	NANP	11240	43.71	
ENSG00000170209	ANKK1	12627	50.93	
ENSG00000170214	ADRA1B	55761	43.85	
ENSG00000170222	ADPRM	13639	40.57	
ENSG00000170231	FABP6	51368	48.54	
ENSG00000170234	PWWP2A	57622	42.31	
ENSG00000170236	USP50	46146	40.94	
ENSG00000170242	USP47	117900	35.32	
ENSG00000170248	PDCD6IP	71355	36.93	
ENSG00000170255	MRGPRX1	5694	45.13	
ENSG00000170260	ZNF212	15958	45.75	
ENSG00000170262	MRAP	22971	46.36	
ENSG00000170264	FAM161A	29289	41.32	
ENSG00000170265	ZNF282	30763	51.85	
ENSG00000170266	GLB1	100622	44.03	
ENSG00000170270	GON7	4200	43.35	
ENSG00000170271	FAXDC2	40761	47.15	
ENSG00000170275	CRTAP	33794	44.28	
ENSG00000170276	HSPB2	1851	60.75	
ENSG00000170279	C7orf33	25295	42.58	
ENSG00000170289	CNGB3	189698	38.24	
ENSG00000170290	SLN	12315	40.74	
ENSG00000170291	ELP5	8524	51.3	
ENSG00000170293	CMTM8	131646	43.06	
ENSG00000170296	GABARAP	2756	50.38	
ENSG00000170298	LGALS9B	18144	52.95	
ENSG00000170310	STX8	326120	43.43	
ENSG00000170312	CDK1	16521	35.07	
ENSG00000170315	UBB	1947	51.44	
ENSG00000170322	NFRKB	31954	45.4	
ENSG00000170323	FABP4	4844	34.86	
ENSG00000170324	FRMPD2	121782	44.33	
ENSG00000170325	PRDM10	103129	43.52	
ENSG00000170340	B3GNT2	28618	45.4	
ENSG00000170345	FOS	3456	53.92	
ENSG00000170348	TMED10	45161	42.21	
ENSG00000170356	OR2A20P	2912	43.36	
ENSG00000170364	SETMAR	14263	40.2	
ENSG00000170365	SMAD1	76885	38.45	
ENSG00000170367	CST5	3815	54.45	
ENSG00000170369	CST2	2962	56.67	
ENSG00000170370	EMX2	7102	56.26	
ENSG00000170373	CST1	3715	56.78	
ENSG00000170374	SP7	18740	53.31	
ENSG00000170379	TCAF2	109459	41.82	
ENSG00000170381	SEMA3E	285104	34.7	
ENSG00000170382	LRRN2	68563	50.12	
ENSG00000170385	SLC30A1	7174	38.51	
ENSG00000170390	DCLK2	179183	40.72	
ENSG00000170396	ZNF804A	341126	34.04	
ENSG00000170409		2274	43.78	
ENSG00000170412	GPRC5C	26802	54.5	
ENSG00000170417	TMEM182	106985	38.97	
ENSG00000170419	VSTM2A	28755	39.92	
ENSG00000170421	KRT8	52767	50.58	
ENSG00000170423	KRT78	11288	52.5	
ENSG00000170425	ADORA2B	30829	49.86	
ENSG00000170426	SDR9C7	11251	47.76	
ENSG00000170430	MGMT	300823	45.49	
ENSG00000170439	METTL7B	3065	52.54	
ENSG00000170442	KRT86	59863	49.75	
ENSG00000170445	HARS	18851	46.01	
ENSG00000170448	NFXL1	67434	35.55	
ENSG00000170454	KRT75	10455	49.45	
ENSG00000170456	DENND5B	208874	40.95	
ENSG00000170458	CD14	1973	58.26	
ENSG00000170464	DNAJC18	35903	44.33	
ENSG00000170465	KRT6C	5269	50.87	
ENSG00000170468	C14orf169	2428	58.62	
ENSG00000170469	SPATA24	7525	51.17	
ENSG00000170471	RALGAPB	106045	39.37	
ENSG00000170473	PYM1	31205	45.5	
ENSG00000170476	MZB1	2601	58.38	
ENSG00000170477	KRT4	8002	49.03	
ENSG00000170482	SLC23A1	17357	50.52	
ENSG00000170484	KRT74	8043	52.83	
ENSG00000170485	NPAS2	176677	45.83	
ENSG00000170486	KRT72	15949	46.6	
ENSG00000170498	KISS1	6145	51.69	
ENSG00000170500	LONRF2	49442	41.48	
ENSG00000170502	NUDT9	36872	38.92	
ENSG00000170509	HSD17B13	19117	39.2	
ENSG00000170515	PA2G4	9588	46.6	
ENSG00000170516	COX7B2	174408	36.84	
ENSG00000170522	ELOVL6	153353	39.87	
ENSG00000170523	KRT83	7097	53.87	
ENSG00000170525	PFKFB3	90611	52	
ENSG00000170537	TMC7	80008	46.16	
ENSG00000170540	ARL6IP1	10011	40.91	
ENSG00000170542	SERPINB9	16014	43.71	
ENSG00000170545	SMAGP	26332	46.82	
ENSG00000170549	IRX1	5349	58.22	
ENSG00000170558	CDH2	226480	37.22	
ENSG00000170561	IRX2	5817	57.73	
ENSG00000170571	EMB	47056	36.85	
ENSG00000170577	SIX2	4269	59.16	
ENSG00000170579	DLGAP1	959303	39.67	
ENSG00000170581	STAT2	18558	47.77	
ENSG00000170584	NUDCD2	13614	37.65	
ENSG00000170590	LINC00266-3	12975	41.25	
ENSG00000170604	IRF2BP1	2563	68.49	
ENSG00000170605	OR9K2	1121	39.93	
ENSG00000170606	HSPA4	54487	41.31	
ENSG00000170608	FOXA3	9808	53.2	
ENSG00000170613	FAM71B	4418	48.77	
ENSG00000170615	SLC26A5	93447	40.33	
ENSG00000170619	COMMD5	12694	53.13	
ENSG00000170624	SGCD	897444	38.48	
ENSG00000170627	GTSF1	17652	39.63	
ENSG00000170629	DPY19L2P2	105277	36.36	
ENSG00000170631	ZNF16	20530	47.4	
ENSG00000170632	ARMC10	24883	40.09	
ENSG00000170633	RNF34	30582	43.68	
ENSG00000170634	ACYP2	334462	40.31	
ENSG00000170638	TRABD	13683	62.8	
ENSG00000170647	TMEM133	1952	37.43	
ENSG00000170653	ATF7	118554	42.93	
ENSG00000170667	RASA4B	35336	56.85	
ENSG00000170677	SOCS6	41299	39.2	
ENSG00000170681	MURC	9827	40.73	
ENSG00000170683	OR10A3	1060	43.17	
ENSG00000170684	ZNF296	5088	59.74	
ENSG00000170688	OR5E1P	926	48.11	
ENSG00000170689	HOXB9	5197	55.89	
ENSG00000170703	TTLL6	54979	46.48	
ENSG00000170734	POLH	39510	43.39	
ENSG00000170743	SYT9	230264	40.11	
ENSG00000170745	KCNS3	483769	39.79	
ENSG00000170748	RBMXL2	1873	57.79	
ENSG00000170759	KIF5B	47421	37.58	
ENSG00000170775	GPR37	19630	38.4	
ENSG00000170776	AKAP13	368787	39.92	
ENSG00000170777	TPD52L3	3525	41.15	
ENSG00000170779	CDCA4	11575	52.06	
ENSG00000170782	OR10A4	994	49.95	
ENSG00000170786	SDR16C5	20766	44.7	
ENSG00000170788	DYDC1	20650	40.36	
ENSG00000170790	OR10A2	1052	47.96	
ENSG00000170791	CHCHD7	7112	41.56	
ENSG00000170801	HTRA3	37346	56.08	
ENSG00000170802	FOXN2	64657	36.31	
ENSG00000170807	LMOD2	8483	42.5	
ENSG00000170819	BFSP2	75227	45.61	
ENSG00000170820	FSHR	192380	39.06	
ENSG00000170827	CELP	7455	55.9	
ENSG00000170832	USP32	243376	40.19	
ENSG00000170835	CEL	25377	53.58	
ENSG00000170836	PPM1D	66097	41	
ENSG00000170837	GPR27	2446	54.84	
ENSG00000170846		2596	53.75	
ENSG00000170848	PSG6	17484	45.55	
ENSG00000170852	KBTBD2	25959	41.11	
ENSG00000170854	MINA	30639	41.54	
ENSG00000170855	TRIAP1	2451	44.54	
ENSG00000170858	LILRP2	5537	44.33	
ENSG00000170860	LSM3	22761	41.66	
ENSG00000170871	KIAA0232	102795	42.27	
ENSG00000170873	MTSS1	177639	45.65	
ENSG00000170876	TMEM43	18739	52.73	
ENSG00000170881	RNF139	13176	39.17	
ENSG00000170889	RPS9	48261	51.79	
ENSG00000170890	PLA2G1B	5678	45.13	
ENSG00000170891	CYTL1	4886	43.07	
ENSG00000170892	TSEN34	4598	55.95	
ENSG00000170893	TRH	3633	60.29	
ENSG00000170899	GSTA4	17430	41.01	
ENSG00000170903	MSANTD4	26780	38.77	
ENSG00000170906	NDUFA3	6529	54.99	
ENSG00000170909	OSCAR	8024	53.07	
ENSG00000170915	PAQR8	46356	42.53	
ENSG00000170917	NUDT6	34271	37.44	
ENSG00000170919	TPT1-AS1	52068	48.88	
ENSG00000170920	OR7G3	938	48.14	
ENSG00000170921	TANC2	418143	37.68	
ENSG00000170923	OR7G2	1037	47.11	
ENSG00000170925	TEX13B	1506	57.86	
ENSG00000170927	PKHD1	472325	38.33	
ENSG00000170929	OR1M1	1034	54.3	
ENSG00000170935	NCBP2L	16949	41.04	
ENSG00000170946	DNAJC24	62009	36.59	
ENSG00000170948	MBD3L1	10942	45.24	
ENSG00000170949	ZNF160	36830	45.26	
ENSG00000170950	PGK2	1656	45.56	
ENSG00000170953	OR8B12	997	46.89	
ENSG00000170954	ZNF415	25198	45.32	
ENSG00000170955	PRKCDBP	1701	65.04	
ENSG00000170956	CEACAM3	15116	50.99	
ENSG00000170959	DCDC1	539441	36.55	
ENSG00000170961	HAS2	29274	39.09	
ENSG00000170962	PDGFD	257193	37.11	
ENSG00000170965	PLAC1	198484	42.07	
ENSG00000170967	DDI1	2608	48.56	
ENSG00000170983	LINC00208	5029	51.85	
ENSG00000170989	S1PR1	4630	47.92	
ENSG00000171004	HS6ST2	335379	41.21	
ENSG00000171014	OR4D5	1094	48.77	
ENSG00000171016	PYGO1	50057	39.31	
ENSG00000171017	LRRC8E	13516	54.66	
ENSG00000171033	PKIA	89128	34.75	
ENSG00000171044	XKR6	305321	46.08	
ENSG00000171045	TSNARE1	191160	55.7	
ENSG00000171049	FPR2	18500	43.42	
ENSG00000171051	FPR1	58938	42.98	
ENSG00000171053	PATE1	3574	44.67	
ENSG00000171054	OR13H1	926	45.95	
ENSG00000171055	FEZ2	114282	40.54	
ENSG00000171056	SOX7	6744	52.16	
ENSG00000171060	C8orf74	27956	52.27	
ENSG00000171067	C11orf24	10666	52.05	
ENSG00000171084	FAM86JP	13404	53.05	
ENSG00000171094	ALK	728792	43.51	
ENSG00000171097	KYAT1	49552	49.05	
ENSG00000171100	MTM1	104703	39.71	
ENSG00000171101	SIGLEC17P	6196	47.99	
ENSG00000171102	OBP2B	3973	63.87	
ENSG00000171103	TRMT61B	20480	41.37	
ENSG00000171105	INSR	181779	47.45	
ENSG00000171109	MFN1	47239	38.56	
ENSG00000171115	GIMAP8	28762	43.24	
ENSG00000171116	HSFX1	2799	56.93	
ENSG00000171119	NRTN	4522	61.95	
ENSG00000171121	KCNMB3	30311	41.41	
ENSG00000171124	FUT3	8586	51.9	
ENSG00000171126	KCNG3	52080	42.42	
ENSG00000171130	ATP6V0E2	7730	54.93	
ENSG00000171132	PRKCE	536645	44.43	
ENSG00000171133	OR2K2	1037	43.55	
ENSG00000171135	JAGN1	3795	47.58	
ENSG00000171136	RLN3	2894	50.95	
ENSG00000171148	TADA3	13151	49.41	
ENSG00000171150	SOCS5	64177	37.21	
ENSG00000171155	C1GALT1C1	4357	40.73	
ENSG00000171159	C9orf16	3668	56.88	
ENSG00000171160	MORN4	18947	46.51	
ENSG00000171161	ZNF672	11307	52.37	
ENSG00000171163	ZNF692	9138	54.21	
ENSG00000171169	NAIF1	6973	54.62	
ENSG00000171174	RBKS	109734	40.78	
ENSG00000171180	OR2M4	935	46.47	
ENSG00000171189	GRIK1	403100	38.04	
ENSG00000171195	MUC7	52505	38.43	
ENSG00000171199	OPRPN	12312	35.92	
ENSG00000171201	SMR3B	20151	36.55	
ENSG00000171202	TMEM126A	8580	37.69	
ENSG00000171204	TMEM126B	7966	37.32	
ENSG00000171206	TRIM8	13911	57.48	
ENSG00000171208	NETO2	66294	38.7	
ENSG00000171209	CSN3	8840	31.38	
ENSG00000171217	CLDN20	12535	40.37	
ENSG00000171219	CDC42BPG	21182	60.84	
ENSG00000171222	SCAND1	5855	47.71	
ENSG00000171223	JUNB	1819	64.89	
ENSG00000171224	C10orf35	3348	56.17	
ENSG00000171227	TMEM37	8619	55.34	
ENSG00000171234	UGT2B7	61624	35.89	
ENSG00000171236	LRG1	4065	55.16	
ENSG00000171241	SHCBP1	41072	39.54	
ENSG00000171243	SOSTDC1	69099	38.75	
ENSG00000171246	NPTX1	10695	60.76	
ENSG00000171262	FAM98B	33583	36.34	
ENSG00000171291	ZNF439	35024	43.96	
ENSG00000171295	ZNF440	20917	44.1	
ENSG00000171298	GAA	18323	58.33	
ENSG00000171302	CANT1	18150	57.12	
ENSG00000171303	KCNK3	40730	53.76	
ENSG00000171307	ZDHHC16	11239	49.85	
ENSG00000171310	CHST11	306719	46.04	
ENSG00000171311	EXOSC1	9875	46.3	
ENSG00000171314	PGAM1	7281	47.47	
ENSG00000171316	CHD7	189250	39.98	
ENSG00000171320	ESCO2	40691	37.71	
ENSG00000171345	KRT19	4691	57.44	
ENSG00000171346	KRT15	8786	55.45	
ENSG00000171357	LURAP1	17927	46.79	
ENSG00000171360	KRT38	4475	51.65	
ENSG00000171365	CLCN5	176620	39.57	
ENSG00000171368	TPPP	33533	61.7	
ENSG00000171385	KCND3	218493	47.28	
ENSG00000171388	APLN	9678	56.17	
ENSG00000171396	KRTAP4-4	1080	54.76	
ENSG00000171401	KRT13	4724	54.1	
ENSG00000171402	XAGE3	5543	37.95	
ENSG00000171403	KRT9	6217	50.14	
ENSG00000171405	XAGE5	6097	38.59	
ENSG00000171408	PDE7B	343878	38.31	
ENSG00000171421	MRPL36	2980	55.79	
ENSG00000171425	ZNF581	10163	58.42	
ENSG00000171428	NAT1	53212	39.94	
ENSG00000171431	KRT20	9286	40.47	
ENSG00000171433	GLOD5	11898	45.4	
ENSG00000171435	KSR2	515971	44.66	
ENSG00000171443	ZNF524	3116	62.18	
ENSG00000171444	MCC	466731	41.55	
ENSG00000171446	KRT27	5726	41.77	
ENSG00000171448	ZBTB26	15934	39.97	
ENSG00000171450	CDK5R2	2507	66.15	
ENSG00000171451	DSEL	10398	41.51	
ENSG00000171453	POLR1C	19883	50.11	
ENSG00000171456	ASXL1	80975	42.17	
ENSG00000171459	OR1L6	1043	49.33	
ENSG00000171462	DLK2	6280	57.38	
ENSG00000171466	ZNF562	33278	43.08	
ENSG00000171467	ZNF318	62344	42.92	
ENSG00000171469	ZNF561	16719	44.62	
ENSG00000171475	WIPF2	64832	45.56	
ENSG00000171476	HOPX	33911	42.94	
ENSG00000171478	SPACA5B	1956	48.75	
ENSG00000171481	OR1L3	974	42.67	
ENSG00000171483	SSX6	12218	47.93	
ENSG00000171487	NLRP5	62087	45.53	
ENSG00000171488	LRRC8C	136831	39.69	
ENSG00000171489	SPACA5	5393	48.89	
ENSG00000171490	RSL1D1	17735	45.24	
